"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 06 05:16:00 UTC 2026","Fri Mar 06 05:16:04 UTC 2026","3586","","Performance Tests","","tests.performance.PerformanceTests","testBatchSizeOptimization","TC-035: Optimal batch size for throughput","Find optimal batch size for maximum throughput"
"passed","Fri Mar 06 05:16:04 UTC 2026","Fri Mar 06 05:16:29 UTC 2026","25568","","Performance Tests","","tests.performance.PerformanceTests","testEndToEndLatency","TC-034: End-to-end latency measurement","Measure end-to-end latency from producer to consumer"
"passed","Fri Mar 06 05:08:19 UTC 2026","Fri Mar 06 05:08:29 UTC 2026","10841","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testSeekToBeginningEnd","TC-011D: Seek to beginning and end","Verify consumer can seek to beginning and end of partitions"
"passed","Fri Mar 06 05:14:55 UTC 2026","Fri Mar 06 05:15:05 UTC 2026","10068","","tests.dlq.DlqTests","","tests.dlq.DlqTests","testDlqRoutingLogic","TC-031: DLQ message routing with metadata","Verify DLQ messages include proper metadata for debugging"
"passed","Fri Mar 06 05:11:07 UTC 2026","Fri Mar 06 05:11:17 UTC 2026","9434","","Transaction Tests","","tests.transactions.TransactionsTests","testTransactionRollback","TC-042: Rollback транзакции","Verify transaction rollback behavior"
"passed","Fri Mar 06 05:12:18 UTC 2026","Fri Mar 06 05:12:21 UTC 2026","2946","","tests.producer.ProducerTests","","tests.producer.ProducerTests","testSendMessageWithKey","TC-004: Отправка сообщений с одинаковым ключом в одну партицию","Verify that messages with the same key go to the same partition"
"passed","Fri Mar 06 05:12:31 UTC 2026","Fri Mar 06 05:12:33 UTC 2026","2914","","tests.producer.ProducerTests","","tests.producer.ProducerTests","testProducerBufferFull","TC-010: Producer buffer overflow handling","Verify producer handles buffer full scenario"
"passed","Fri Mar 06 05:13:48 UTC 2026","Fri Mar 06 05:13:58 UTC 2026","9654","","tests.idempotence.IdempotenceTests","","tests.idempotence.IdempotenceTests","testIdempotentProducer","TC-016: Включение идемпотентного producer","Verify idempotent producer prevents duplicates even with retries"
"passed","Fri Mar 06 05:12:56 UTC 2026","Fri Mar 06 05:12:58 UTC 2026","2812","","tests.producer.ProducerTests","","tests.producer.ProducerTests","testSendSingleMessage","TC-001: Отправка одиночного сообщения в топик","Verify that a single message can be sent successfully to a topic"
"passed","Fri Mar 06 05:15:36 UTC 2026","Fri Mar 06 05:15:45 UTC 2026","9613","","Error Handling Tests","","tests.errorhandling.ErrorHandlingTests","testDeserializationError","TC-029A: Handle deserialization errors","Verify consumer handles corrupted message data gracefully"
"passed","Fri Mar 06 05:11:27 UTC 2026","Fri Mar 06 05:11:36 UTC 2026","9633","","Transaction Tests","","tests.transactions.TransactionsTests","testTransactionalSend","TC-040: Транзакционная отправка сообщений","Verify transactional message sending"
"passed","Fri Mar 06 05:13:38 UTC 2026","Fri Mar 06 05:13:48 UTC 2026","9761","","tests.idempotence.IdempotenceTests","","tests.idempotence.IdempotenceTests","testExactlyOnceSemantics","TC-025: Exactly-once message delivery","Verify exactly-once semantics with idempotent producer"
"passed","Fri Mar 06 05:14:33 UTC 2026","Fri Mar 06 05:14:55 UTC 2026","21318","","tests.ordering.OrderingTests","","tests.ordering.OrderingTests","testOrderingWithinPartition","TC-021: Гарантия порядка в одной партиции","Verify messages with same key maintain order within partition"
"passed","Fri Mar 06 05:07:40 UTC 2026","Fri Mar 06 05:07:55 UTC 2026","15902","","tests.partitioning.PartitioningTests","","tests.partitioning.PartitioningTests","testRoundRobinPartitioning","TC-038: Round-robin распределение при отсутствии ключа","Verify round-robin distribution when messages have no key"
"passed","Fri Mar 06 05:15:05 UTC 2026","Fri Mar 06 05:15:15 UTC 2026","10480","","tests.dlq.DlqTests","","tests.dlq.DlqTests","testSendToDlqAfterRetries","TC-049: Отправка poison pill в DLQ после N попыток","Verify failed messages are sent to DLQ after max retries"
"passed","Fri Mar 06 05:12:21 UTC 2026","Fri Mar 06 05:12:31 UTC 2026","9497","","tests.producer.ProducerTests","","tests.producer.ProducerTests","testTransactionalProducer","TC-011: Transactional message sending","Verify transactional producer behavior"
"passed","Fri Mar 06 05:14:12 UTC 2026","Fri Mar 06 05:14:22 UTC 2026","10607","","tests.ordering.OrderingTests","","tests.ordering.OrderingTests","testOrderingMultiplePartitions","TC-027: Message ordering across partitions","Verify ordering behavior with multiple partitions"
"passed","Fri Mar 06 05:17:36 UTC 2026","Fri Mar 06 05:17:54 UTC 2026","18632","","Consumer Group Tests","","tests.consumergroup.ConsumerGroupTests","testConsumerGroupRebalance","TC-037: Consumer group rebalance","Verify consumer group rebalances when consumer joins/leaves"
"passed","Fri Mar 06 05:17:08 UTC 2026","Fri Mar 06 05:17:26 UTC 2026","18352","","tests.offset.OffsetTests","","tests.offset.OffsetTests","testOffsetCommitOnRebalance","TC-019A: Offset commit during rebalance","Verify offsets are committed before rebalance"
"passed","Fri Mar 06 05:10:38 UTC 2026","Fri Mar 06 05:10:48 UTC 2026","10342","","Transaction Tests","","tests.transactions.TransactionsTests","testTransactionCommit","TC-041: Commit транзакции","Verify transaction commit behavior"
"passed","Fri Mar 06 05:08:29 UTC 2026","Fri Mar 06 05:08:46 UTC 2026","16045","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testConsumerHeartbeat","TC-011B: Consumer heartbeat mechanism","Verify consumer sends heartbeats to stay in group"
"passed","Fri Mar 06 05:12:03 UTC 2026","Fri Mar 06 05:12:05 UTC 2026","2011","","tests.producer.ProducerTests","","tests.producer.ProducerTests","testSendOversizedMessage","TC-005: Отправка oversized сообщения","Verify that oversized messages are rejected"
"passed","Fri Mar 06 05:13:58 UTC 2026","Fri Mar 06 05:14:12 UTC 2026","13876","","tests.idempotence.IdempotenceTests","","tests.idempotence.IdempotenceTests","testNoDuplicatesOnRetry","TC-024: Дубликаты при retry","Verify idempotent producer prevents duplicates on retry"
"passed","Fri Mar 06 05:09:49 UTC 2026","Fri Mar 06 05:09:59 UTC 2026","9523","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testConsumerGroupCoordination","TC-012: Multiple consumers in same group","Verify consumer group coordination with multiple consumers"
"passed","Fri Mar 06 05:12:46 UTC 2026","Fri Mar 06 05:12:56 UTC 2026","9611","","tests.producer.ProducerTests","","tests.producer.ProducerTests","testProducerAcks","TC-007: Producer acks=all guarantee","Verify producer waits for all replicas with acks=all"
"passed","Fri Mar 06 05:09:20 UTC 2026","Fri Mar 06 05:09:30 UTC 2026","9926","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testConsumerLagMetrics","TC-011E: Consumer lag metrics","Verify consumer lag can be measured"
"passed","Fri Mar 06 05:13:08 UTC 2026","Fri Mar 06 05:13:18 UTC 2026","9928","","tests.idempotence.IdempotenceTests","","tests.idempotence.IdempotenceTests","testProducerIdempotence","TC-023: Проверка идемпотентности producer","Verify idempotent producer configuration and behavior"
"passed","Fri Mar 06 05:15:33 UTC 2026","Fri Mar 06 05:15:36 UTC 2026","2445","","Error Handling Tests","","tests.errorhandling.ErrorHandlingTests","testBrokerUnavailable","TC-029C: Handle broker unavailable","Verify graceful handling when broker connection fails"
"passed","Fri Mar 06 05:11:17 UTC 2026","Fri Mar 06 05:11:27 UTC 2026","9899","","Transaction Tests","","tests.transactions.TransactionsTests","testTransactionTimeout","TC-046: Timeout транзакции","Verify transaction timeout behavior"
"passed","Fri Mar 06 05:07:32 UTC 2026","Fri Mar 06 05:07:39 UTC 2026","7850","","tests.partitioning.PartitioningTests","","tests.partitioning.PartitioningTests","testPartitionKeyConsistency","TC-022: Same key goes to same partition","Verify partition key consistency for message ordering"
"passed","Fri Mar 06 05:16:49 UTC 2026","Fri Mar 06 05:17:08 UTC 2026","18591","","tests.offset.OffsetTests","","tests.offset.OffsetTests","testAutoCommitOffset","TC-018: Automatic offset commit","Verify consumer automatically commits offsets periodically"
"passed","Fri Mar 06 05:16:29 UTC 2026","Fri Mar 06 05:16:39 UTC 2026","9533","","tests.offset.OffsetTests","","tests.offset.OffsetTests","testOffsetResetStrategy","TC-019: Offset reset strategy","Verify offset reset behavior on error"
"passed","Fri Mar 06 05:07:55 UTC 2026","Fri Mar 06 05:08:00 UTC 2026","4294","","tests.partitioning.PartitioningTests","","tests.partitioning.PartitioningTests","testHashPartitioning","TC-039: Hash партиционирование по ключу","Verify hash-based partitioning with keys"
"passed","Fri Mar 06 05:09:01 UTC 2026","Fri Mar 06 05:09:12 UTC 2026","11330","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testConsumerPauseResume","TC-013: Consumer pause and resume","Verify consumer can pause and resume partition consumption"
"passed","Fri Mar 06 05:08:46 UTC 2026","Fri Mar 06 05:08:56 UTC 2026","9966","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testReadLatestOnly","TC-010: Чтение только новых сообщений (latest)","Verify that consumer only reads new messages"
"passed","Fri Mar 06 05:15:51 UTC 2026","Fri Mar 06 05:16:00 UTC 2026","9548","","Performance Tests","","tests.performance.PerformanceTests","testConsumerLagUnderLoad","TC-036: Consumer lag under high load","Measure consumer lag when producer sends faster than consumer processes"
"passed","Fri Mar 06 05:08:56 UTC 2026","Fri Mar 06 05:09:01 UTC 2026","5317","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testConsumerPollTimeout","TC-015: Consumer poll timeout","Verify consumer poll timeout behavior"
"passed","Fri Mar 06 05:08:05 UTC 2026","Fri Mar 06 05:08:08 UTC 2026","3328","","tests.partitioning.PartitioningTests","","tests.partitioning.PartitioningTests","testPartitionCountChange","TC-022A: Behavior when partition count changes","Verify system handles partition count changes"
"passed","Fri Mar 06 05:08:08 UTC 2026","Fri Mar 06 05:08:19 UTC 2026","10711","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testReadMessagesWithHeaders","TC-011: Чтение сообщений с headers","Verify that consumer correctly receives message headers"
"passed","Fri Mar 06 05:09:12 UTC 2026","Fri Mar 06 05:09:20 UTC 2026","8133","","tests.consumer.ConsumerTests","","tests.consumer.ConsumerTests","testReadFromBeginning","TC-009: Чтение сообщений с начала топика (earliest)","Verify that consumer reads all messages from the beginning"
